//Some tables have a BLOB table tied to them. In this case if the row exists increment the version and insert a new entry. If the row doesnt exist use version 1. If the row was unchanged do nothing and leave as is
//Site comes from /prisma/seed/import/config.ts
=== ProcessType ===
//For anything Process realted later it will have to use the name to link back and get the ID
name                                               Description
-------------------------------------------------- ----------------------------------------------------------------------------------------------------
ALL                                                All
ASSY                                               Full Assembly
BLANK                                              BLANK
CNC                                                CNC
MET                                                Metallization
MOLD                                               Molding
N/A                                                N/A
PAINT                                              Paint
SUBASSY                                            Sub Assembly

(9 rows affected)

=== Product ===
//For anything Part realted later it will have to use the name to link back and get the ID
sku                                                                                                  Name                                               weight        itemCost
CUSSOL01                                           Custom Nylon Cleats                                                                                  26            SECONDS
CUSSOL02                                           Custom Soft Cleats                                                                                   18            SECONDS
CUSSOL03                                           Custom Window Corner Cleat                                                                           17            SECONDS
FO751                                              Fussy Stroke 5 Cap 4500/box                                                                          40            SECONDS
GUT01                                              Gutter Brackets BAS SA 300/box                                                                       40            SECONDS
JAR001                                             Medium Candy Jar                                                                                     40            SECONDS
MAINT                                              MAINTENANCE WORK REQUIRED                                                                            0             SECONDS
MEG0006                                            Albany bread Tray-A1073                                                                              67            SECONDS
MEG005                                             Honeydew Crate(Red)-942                                                                              40            SECONDS
MEG006                                             Dairybelle Crate Black-942                                                                           70            SECONDS
MEG007                                             Summer Special Crate(Black)-942                                                                      40            SECONDS
MEGA0001                                           Mega Crate (Shoreline Beverages) A973                                                                40            SECONDS
MEGA0002                                           Mega 150L Drum Lid                                                                                   40            SECONDS
MEGA0003                                           Mega Crate (A301) Tamato Black                                                                       40            SECONDS
MEGA0004                                           Mega 220L Drum Lid - VAN GUARD                                                                       100           SECONDS
MEGA0005                                           Mega Biscuit Box                                                                                     40            SECONDS
O10LSB01                                           10L Stripe Bucket Base                                                                               23            SECONDS
O10LSBH01                                          10L Stripe Bucket Handle                                                                             20            SECONDS
O10LSBL01                                          Fussy 10L Stripe Bucket Lid                                                                          16            SECONDS
O20LSB01                                           Fussy 20L Stripe Bucket                                                                              45            SECONDS
O20LSH01                                           Fussy 20L Stripe Bucket Handle                                                                       30            SECONDS
O20LSL01                                           Fussy 20L Stripe Bucket Lid                                                                          23            SECONDS
O5LSB01                                            Fussy 5L Stripe Bucket                                                                               20            SECONDS
O5LSBH01                                           Fussy 5L Stripe Bucket Handle                                                                        20            SECONDS
O5LSBL01                                           Fussy 5L Stripe Bucket Lid                                                                           15            SECONDS
OCUS001                                            Custom Paint Pallet                                                                                  40            SECONDS
OF11LB01                                           Fussy 11L Bucket Only                                                                                40            SECONDS
OF11LH01                                           Fussy 11L Bucket Handle                                                                              40            SECONDS
OF11LL01                                           Fussy 11L Bucket Lid                                                                                 40            SECONDS
OF1LBB01                                           Fussy 1L Bucket Base                                                                                 40            SECONDS
OF1LBH01                                           Fussy 1L Bucket Handle                                                                               40            SECONDS
OF1LBL01                                           Fussy 1L Bucket Lid                                                                                  40            SECONDS
OF1LJB                                             Fussy 1L Jug Only Natural                                                                            18            SECONDS
OF1LJB1                                            Fussy 1.5L Side Jug Only                                                                             24            SECONDS
OF1LJL                                             Fussy 1L Jug Lid                                                                                     40            SECONDS
OF1LJL1                                            Fussy 1.5 L Side Jug Lid                                                                             40            SECONDS
OF2LJB01                                           Fussy 2L Jug Only Natural                                                                            20            SECONDS
OF2LJB02                                           Fussy 2L Fancy Jug Base                                                                              25            SECONDS
OF2LJL01                                           Fussy 2 Jug Lid                                                                                      40            SECONDS
OF2LJL02                                           Fussy 2L Fancy Jug Lid                                                                               12            SECONDS
OF3001                                             Fussy 30L Oval tub Virgin                                                                            40            SECONDS
OF4001                                             Fussy 40cm Basins                                                                                    40            SECONDS
OF40011                                            Fussy 40cm Basin NEW                                                                                 20            SECONDS
OF4201                                             Fussy 42cm Fancy Handle Basin                                                                        40            SECONDS
OF4301                                             Fussy 43cm Basins                                                                                    40            SECONDS
OF4801                                             Fussy 48cm Basins                                                                                    40            SECONDS
OF4802                                             Fussy 48cm Basins Black                                                                              40            SECONDS
OF500B                                             Fussy 500ml Mini Base                                                                                16            SECONDS
OF500L                                             Fussy Mini Lid                                                                                       13            SECONDS
OF500T01                                           Fussy 500ml Tub Base                                                                                 40            SECONDS
OF500T02                                           Fussy 500ml Tub Lid                                                                                  40            SECONDS
OF501                                              Fussy 50L Oval tub Virgin                                                                            40            SECONDS
OF502                                              Fussy 50L Oval Tub Black                                                                             40            SECONDS
OF503                                              Fussy 50L Oval Tub Offspec Colors                                                                    40            SECONDS
OF57001                                            Fussy 57cm Basins Colors                                                                             34            SECONDS
OF57002                                            Fussy 57cm Basins Black                                                                              40            SECONDS
OF57003                                            Fussy 58cm Plain Basin Color                                                                         40            SECONDS
OF5LBB01                                           Fussy 5L Tamper Bucket Base                                                                          40            SECONDS
OF5LBH01                                           Fussy 5L  Handle                                                                                     40            SECONDS
OF5LBL01                                           Fussy 5L  Lid                                                                                        40            SECONDS
OF5LSQB1                                           Fussy 5L Square Bucket Base                                                                          23            SECONDS
OF5LSQH1                                           Fussy 5L Square Bucket Handle                                                                        16            SECONDS
OF5LSQL1                                           Fussy 5L Square Bucket Lid                                                                           12            SECONDS
OF9LB01                                            Fussy 9L Bucket Only                                                                                 25            SECONDS
OF9LB02                                            Fussy 9L Stripe Bucket Only (INDIA)                                                                  40            SECONDS
OF9LH01                                            Fussy 9L Handle                                                                                      40            SECONDS
OF9LH02                                            Fussy 9L Metal Handle                                                                                40            SECONDS
OF9LJ01                                            Fussy 9L Jumbo Storer Base                                                                           40            SECONDS
OF9LL01                                            Fussy 9L Bucket Lid                                                                                  20            SECONDS
OFBA001                                            Fussy Stack & Store Basket Only                                                                      40            SECONDS
OFBA002                                            Fussy Basket Handle                                                                                  40            SECONDS
OFBB001                                            Fussy Biscuit Barrel Base Midi                                                                       20            SECONDS
OFBB002                                            Fussy Biscuit Barrel Lid Midi                                                                        17            SECONDS
OFBB003                                            Fussy Biscuit Barrel Base Mini                                                                       18            SECONDS
OFBB004                                            Fussy Biscuit Barrel Lid Mini                                                                        15            SECONDS
OFBB01                                             Fussy Bread Box Base                                                                                 26            SECONDS
OFBB02                                             Fussy Bread Box Top                                                                                  28            SECONDS
OFBBL                                              Fussy Biscuit Barrel Base Large                                                                      40            SECONDS
OFBLL                                              Fussy Biscuit Barrel Lid Large                                                                       40            SECONDS
OFBOT001                                           Fussy Decore 1L Bottle                                                                               40            SECONDS
OFBOT002                                           Fussy Decore 1L Bottle Main Cap                                                                      40            SECONDS
OFBOT003                                           Fussy Decore 1L Bottle Flap                                                                          40            SECONDS
OFBOW01                                            Fussy Styrene Dessert Bowls                                                                          40            SECONDS
OFBOW03                                            Fussy Fruit Bowls                                                                                    40            SECONDS
OFCERB00                                           Fussy Cereal BASES                                                                                   48            SECONDS
OFCERB01                                           Fussy Cereal Base Small                                                                              40            SECONDS
OFCERB02                                           Fussy Cereal Base Medium                                                                             40            SECONDS
OFCERB03                                           Fussy Cereal Base Large                                                                              45            SECONDS
OFCERL01                                           Fussy Cereal Lid Main                                                                                28            SECONDS
OFCERL02                                           Fussy Cereal Lid Flap                                                                                16            SECONDS
OFCHOP01                                           CHOPPING BOARD                                                                                       120           SECONDS
OFDB01                                             Fussy Round Divion Box Base                                                                          40            SECONDS
OFDB02                                             Fussy Round Div Box Lid                                                                              40            SECONDS
OFDEC01                                            Fussy Decor 6L Base                                                                                  24            SECONDS
OFDEC011                                           Fussy Decor 4L Base                                                                                  21            SECONDS
OFDEC012                                           Fussy Decor 2.5L Slim Base                                                                           20            SECONDS
OFDEC013                                           Fussy Decor 2.25L Rectangular Base                                                                   22            SECONDS
OFDEC014                                           Fussy Decor 3.6L Rectangular Base                                                                    22            SECONDS
OFDEC015                                           Fussy Decor 1.4L Rectangular Base                                                                    22            SECONDS
OFDEC02                                            Fussy Decor 6L Lid                                                                                   20            SECONDS
OFDEC021                                           Fussy Decor Rectangular Lid                                                                          18            SECONDS
OFDEC03                                            Fussy Decor 6L Inner Server                                                                          20            SECONDS
OFDES01                                            Fussy Designer L/Box                                                                                 40            SECONDS
OFDES02                                            Fussy Designer Box Handle                                                                            40            SECONDS
OFDIS01                                            Fussy Dishrack                                                                                       45            SECONDS
OFDISH02                                           Fussy Dishrack White                                                                                 40            SECONDS
OFDISH03                                           Fussy Dishrack Black                                                                                 40            SECONDS
OFDISH04                                           Fussy Dishrack Silver                                                                                40            SECONDS
OFDPS001                                           Fussy Dessert Spoons 24                                                                              13            SECONDS
OFDUS01                                            Fussy Dustpan Large                                                                                  26            SECONDS
OFFB01                                             Fussy 750ml Food Storer Base                                                                         20            SECONDS
OFFB02                                             Fussy 1500ml Food Storer Base                                                                        20            SECONDS
OFFL01                                             Fussy 750ml Food Storer Lid                                                                          16            SECONDS
OFFL02                                             Fussy 1500ml Food Storer Lid                                                                         20            SECONDS
OFHAN01                                            Fussy Hangers                                                                                        16            SECONDS
OFJBC01                                            Fussy Juice Bottle Cap Only                                                                          15            SECONDS
OFJBO1                                             Fussy 350ml Juice Bottle Only                                                                        20            SECONDS
OFLAU01                                            Fussy Laundry Basket                                                                                 40            SECONDS
OFLB01                                             Fussy Linen Basket Base                                                                              80            SECONDS
OFLB02                                             Fussy Linen Basket Lid                                                                               40            SECONDS
OFLB03                                             Fussy Linen Basket Handle                                                                            25            SECONDS
OFLBB                                              Fussy 1L Lunch Box Base                                                                              17            SECONDS
OFLBB001                                           Fussy Snack Box Base                                                                                 18            SECONDS
OFLBB1                                             Fussy 1.2 L Step Lunch Box Base                                                                      20            SECONDS
OFLBB2                                             Fussy New Mini L/Box Base                                                                            25            SECONDS
OFLBH02                                            Fussy Mini Hinged Lunch Box                                                                          18            SECONDS
OFLBJ1                                             Fussy Jumbo Lunch Box                                                                                32            SECONDS
OFLBL                                              Fussy 1L Lunch Box Lid                                                                               16            SECONDS
OFLBL001                                           Fussy Snack Box Lid                                                                                  18            SECONDS
OFLBL1                                             Fussy 1.2 L Stepped Lunch Box Lid                                                                    16            SECONDS
OFLBL2                                             Fussy New Mini L/Box Lid                                                                             18            SECONDS
OFLBTSB                                            Fussy Twin Slice Lunch Box Base                                                                      18            SECONDS
OFLBTSL                                            Fussy Lunch Box Twin Slice Lid                                                                       18            SECONDS
OFLEO001                                           Fussy 6.5L Leo Bowl Base                                                                             21            SECONDS
OFLEO002                                           Fussy 6.5L Leo Bowl Lid                                                                              24            SECONDS
OFLEO003                                           Fussy 10L Leo Bowl base                                                                              29            SECONDS
OFLEO004                                           Fussy 10L Leo Bowl Lid                                                                               21            SECONDS
OFLEO005                                           Fussy 4.0L Leo Base                                                                                  22            SECONDS
OFLEO006                                           Fussy 4.0L Leo Bowl Lid                                                                              20            SECONDS
OFLH01                                             Fussy Hinged Lunch Box                                                                               18            SECONDS
OFLH02                                             Fussy Bottle Hinged Lunch Box Base                                                                   35            SECONDS
OFLH03                                             Fussy Slim Hinged Lunch Box Base                                                                     20            SECONDS
OFLHB1                                             Fussy New Big Hinge Clip                                                                             23            SECONDS
OFMIX01                                            Fussy 24cm Mixing Bowl                                                                               40            SECONDS
OFMIX02                                            Fussy 28cm Mixing Bowl                                                                               19            SECONDS
OFMM001                                            Munch Mate Base 500ml                                                                                12            SECONDS
OFMM0011                                           Munch Mate Lid 500ml                                                                                 12            SECONDS
OFMM002                                            Munch Mate Base 800ml                                                                                12            SECONDS
OFMM0021                                           Munch Mate Lid 800ml                                                                                 12            SECONDS
OFMM003                                            Munch Mate Base 1500ml                                                                               14            SECONDS
OFMM0030                                           Munch Mate Division Base 1500ml                                                                      15            SECONDS
OFMM0031                                           Munch Mate Lid 1500ml                                                                                15            SECONDS
OFMSBL                                             Fussy Multi Storer Base Large                                                                        33            SECONDS
OFMSBM                                             Fussy Multi Storer Base Medium                                                                       30            SECONDS
OFMSBM01                                           Fussy Multi Storer Base Mini                                                                         18            SECONDS
OFMSBS                                             Fussy Multi Storer Base Small                                                                        28            SECONDS
OFMSLL                                             Fussy Multi Storer Lid Large                                                                         30            SECONDS
OFMSLM                                             Fussy Multi Storer Lid Medium                                                                        28            SECONDS
OFMSLM01                                           Fussy Multi Storer Lid Mini                                                                          16            SECONDS
OFMSLS                                             Fussy Multi Storer Lid Small                                                                         30            SECONDS
OFMUG1                                             Fussy 350ml Mugs                                                                                     25            SECONDS
OFO751                                             Fussy  Stroke 5 Caps Yellow/1000                                                                     40            SECONDS
OFPEN01                                            Fussy Pencil Case                                                                                    40            SECONDS
OFPL01                                             Fussy Deep Plates                                                                                    20            SECONDS
OFSA001                                            Fussy Space Saver Base 1000ml                                                                        12            SECONDS
OFSA002                                            Fussy Space Saver Lid 1000ml                                                                         12            SECONDS
OFSB00                                             Fussy Shoe Box Lid                                                                                   17            SECONDS
OFSB01                                             Fussy Shoe Box Base                                                                                  29            SECONDS
OFSBB01                                            Fussy Storage Box Base 50L                                                                           90            SECONDS
OFSBB02                                            Fussy Storage Box Base 30L                                                                           45            SECONDS
OFSBB03                                            Fussy Storage Box Base 1.9L                                                                          25            SECONDS
OFSBB04                                            Fussy Storage Box Base 1.7L                                                                          23            SECONDS
OFSBB05                                            Fussy Storage Box Base 1.2L                                                                          22            SECONDS
OFSBB10                                            Fussy Salad Bowl Base                                                                                32            SECONDS
OFSBH01                                            Fussy Storage Box Handles 30/50L                                                                     21            SECONDS
OFSBH02                                            Fussy Storage Box Handles 1.2L/1.7L/1.9L                                                             20            SECONDS
OFSBL01                                            Fussy Storage Box Lid 30/50L                                                                         40            SECONDS
OFSBL02                                            Fussy Storage Box Lid 1.7L                                                                           20            SECONDS
OFSBL03                                            Fussy Storage Box Lid 1.2/1.9L                                                                       20            SECONDS
OFSBL10                                            Fussy Salad Bowl Lid                                                                                 23            SECONDS
OFSBW01                                            Fussy Storage Box Wheels 30/50L                                                                      23            SECONDS
OFSFB01                                            Fussy Stay Fresh Base 600ml                                                                          40            SECONDS
OFSFL01                                            Fussy Stay Fresh Lid 600ml                                                                           40            SECONDS
OFSP001                                            Fussy 500ml Sports Bottle                                                                            40            SECONDS
OFSP002                                            Fussy 300ml Sports Bottle Round                                                                      20            SECONDS
OFSP0021                                           Fussy 300ml Sports Bottle Cap                                                                        40            SECONDS
OFSP0022                                           Fussy 300ml Sports Bottle Spout                                                                      21            SECONDS
OFSPI01                                            Fussy Spice Bowl & Lid                                                                               13            SECONDS
OFSPI02                                            Fussy New Spice Lid                                                                                  10            SECONDS
OFSPI03                                            Fussy New Spice Base                                                                                 12            SECONDS
OFSSB01                                            Fussy Super Storer Base Large                                                                        22            SECONDS
OFSSB02                                            Fussy Super Storer Base Medium                                                                       20            SECONDS
OFSSB03                                            Fussy Super Storer Base Small                                                                        18            SECONDS
OFSSL01                                            Fussy Super Storer Lid Large                                                                         20            SECONDS
OFSSL02                                            Fussy Super Storer Lid Medium                                                                        20            SECONDS
OFSSL03                                            Fussy Super Storer Lid Small                                                                         16            SECONDS
OFTB01                                             Fussy 300ml Tubster Base                                                                             14            SECONDS
OFTB03                                             Fussy 1000ml Tubster Base                                                                            25            SECONDS
OFTB04                                             Fussy 2250ml Tubster Base                                                                            40            SECONDS
OFTCB01                                            Fussy T/C/S Base                                                                                     20            SECONDS
OFTCSL01                                           Fussy T/C/S Lid                                                                                      17            SECONDS
OFTL01                                             Fussy 300ml Tubster Lid                                                                              14            SECONDS
OFTL04                                             Fussy 2250ml Tubster Lid                                                                             40            SECONDS
OFTR01                                             Fussy Oval Trays                                                                                     22            SECONDS
OFTUB1                                             Fussy Mini Oval Tub                                                                                  34            SECONDS
OFTUM01                                            Fussy Tumblers                                                                                       10            SECONDS
OFVE001                                            Internal Airvents                                                                                    10            SECONDS
OFVEG01                                            Fussy Veg Rack Black Tubes                                                                           22            SECONDS
OFVEG02                                            Fussy Veg Rack Long Tubes                                                                            28            SECONDS
OFVEG021                                           Fussy Veg Rack NEW Long Tubes                                                                        27            SECONDS
OFVEG03                                            Fussy Veg Rack Tops (8cav)                                                                           17            SECONDS
OFVEG04                                            Fussy Veg Rack Sqaure                                                                                30            SECONDS
OFVEG041                                           Fussy Veg Rack Sqaure White                                                                          40            SECONDS
OFVEG042                                           Fussy Veg Rack Sqaure Black                                                                          40            SECONDS
OFVEG043                                           Fussy Veg Rack Sqaure Silver                                                                         40            SECONDS
OFVEG05                                            Fussy Oval  Rack                                                                                     25            SECONDS
OGUT01                                             Gutter Brackets                                                                                      40            SECONDS
OJ4P01                                             Jet 4 Prong Hook Clip                                                                                40            SECONDS
OJDUM01                                            Jet Dumbell Runners 20/shot                                                                          15            SECONDS
OJFR001                                            Jet Wheel Runnes Body/1000                                                                           40            SECONDS
OJFR002                                            Jet Wheel Runnes Rivot/1000                                                                          40            SECONDS
OJR501                                             Jet R5 Hooks/24                                                                                      7             SECONDS
OMFRUN                                             Mono C Runners                                                                                       15            SECONDS
OMHRUN01                                           Mono Hush Runners 1000/pk                                                                            40            SECONDS
OPEN                                               MACHINE OPEN                                                                                         0             SECONDS
OSSC01                                             Super C Caps/1000                                                                                    40            SECONDS
PAL0002                                            Bulk Paletts Venture                                                                                 40            SECONDS
PAL0003                                            Bulk Paletts Venture-CHEP                                                                            40            SECONDS
POS001                                             POSTER FRAME                                                                                         45            SECONDS
POS002                                             POSTER FRAME SIDE CLIP (SET OF 5)                                                                    37            SECONDS
POS003                                             POSTER FRAME BACK CLIP (10CAV)                                                                       16            SECONDS
SCHED DOWN                                         SCHEDULED DOWN                                                                                       0             SECONDS
SPEC01                                             Spectrum 2L Sqaure Lid                                                                               17            SECONDS
SPEC02                                             Spectrum 2L Square Base                                                                              17            SECONDS
TA001                                              Taurus Black Handle 1000/box                                                                         40            SECONDS
TA002                                              Taurus Tan Handle 1000/box                                                                           40            SECONDS
TOOLING                                            TOOLING WORK REQUIRED                                                                                0             SECONDS
TRIAL                                              NEW MODEL MOLD TRIAL                                                                                 60            SECONDS
VEN001                                             55950-02160 Nozzle Asy,Def Corolla                                                                   40            SECONDS
VEN002                                             55950-0K010 Nozzle Assy,Def Hi-Lux                                                                   40            SECONDS
VEN003                                             66414-02050 Spacer Rail RH                                                                           40            SECONDS
VEN004                                             66424-02050 Spacer Rail LH                                                                           40            SECONDS
VEN005                                             66413-02020 Spacer Mate RH                                                                           40            SECONDS
VEN006                                             66423-02020 Spacer Mate LH                                                                           40            SECONDS
VEN007                                             76625-0K150 Mud Flap B Large                                                                         40            SECONDS
VEN008                                             76626-0K150 Mud Flap A Large                                                                         40            SECONDS
VEN009                                             76625-0K090 Mud Flap B Small                                                                         40            SECONDS
VEN010                                             76626-0K090 Mud Flap A Small                                                                         40            SECONDS
VEN011                                             SC Component Trolley Child Seat                                                                      40            SECONDS
VEN012                                             SC Component Trolley Back Rest                                                                       40            SECONDS
VEN013                                             SC Component Trolley Swivel Back Rest                                                                40            SECONDS
VEN014                                             SC Component Trolley Divider Flap                                                                    40            SECONDS

(278 rows affected)

=== JobCavity ===
JobName                                            ToolName                                           CavityName                                         ProductName                                        Active
-------------------------------------------------- -------------------------------------------------- -------------------------------------------------- -------------------------------------------------- -----------
CAP001                                             CAP001                                             1                                                  Custom - Ola Scraper                               1
CUS0001                                            CUS0001                                            1                                                  Custom Paint Pallet 5/45pac(box)                   1
CUS0002                                            CUS0002                                            1                                                  Custom Paint Pallet 5/36pac(box)                   1
CUS0004                                            CUS0004                                            1                                                  Rama Butter Dish - Crystal Styrene                 1
