//Some tables have a BLOB table tied to them. In this case if the row exists increment the version and insert a new entry. If the row doesnt exist use version 1. If the row was unchanged do nothing and leave as is
//Site comes from /prisma/seed/import/config.ts
=== ProcessType ===
//For anything Process realted later it will have to use the name to link back and get the ID
name                                               Description
-------------------------------------------------- ----------------------------------------------------------------------------------------------------
ALL                                                All
ASSY                                               Full Assembly
BLANK                                              BLANK
CNC                                                CNC
MET                                                Metallization
MOLD                                               Molding
N/A                                                N/A
PAINT                                              Paint
SUBASSY                                            Sub Assembly

(9 rows affected)

=== Product ===
//For anything Part realted later it will have to use the name to link back and get the ID
sku                                                                                                  Name                                               weight
WK214                                            1
WK215                                            1
WK216                                            1
WK217                                            1
WK218                                            1
WK219                                             1
WK220                                             1
WK221                                             1
WK222                                            1
WK223                                           1
WK224                                             1
WK225                                             1
WK226                                             1
WK227                                             1
WK228                                            1
WK229                                            1
WK230                                            1
WK230                                            2
WK230                                            3
WK230                                            4
WK231                                            1
WK231                                            2
WK231                                            3
WK231                                            4
WK232                                           1
WK232                                           2
WK232                                           3
WK232                                           4
WK232                                           5
WK232                                           6
WK232                                           7
WK232                                           8
WK233                                            1
WK234                                            1
WK235                                           1
WK236                                           1
WK237                                           1
WK238                                            1
WK239                                             1
WK240                                             1
WK241                                            1
WK242                                            1
WK243                                            1
WK244                                             1
WK245                                             1
WK246                                           1
WK247                                             1
WK248                                            1
WK249                                            1
WK250                                             1
WK251                                             1
WK252                                             1
WK253                                             1
WK254                                             1
WK255                                              1
WK256                                              1
TRIAL                                              1
WK258                                             1
WK259                                             1
WK260                                             1
WK261                                             1
WK262                                             1
WK263                                             1
WK264                                             1
WK265                                             1
WK266                                             1
WK267                                             1
WK268                                             1
WK269                                             1
WK270                                             1
WK271                                             1

(376 rows affected)

=== Job ===
//For anything Job realted later it will have to use the name to link back and get the ID
name                                               description                                                                                          standardCycle standardCycleUnit
-------------------------------------------------- ---------------------------------------------------------------------------------------------------- ------------- -----------------
WK001                                             500ml Sports Bottle Cap                                                                              20            SECONDS
WK002                                            Custom Paint Pallet 5/45pac(box)                                                                     20            SECONDS
WK003                                            Custom Paint Pallet 5/36pac(box)                                                                     20            SECONDS
WK004                                            Cova Butter Dish - Crystal Styrene                                                                   20            SECONDS
WK005                                           Cova Base - Crystal Styrene                                                                          20            SECONDS
WK006                                           Cova Lid - Crystal Styrene                                                                           20            SECONDS
WK007                                            Custom - L Clip Brown                                                                                20            SECONDS
WK008                                            Custom - Nova Scraper                                                                                 20            SECONDS
WK009                                            Nylon-Bush Coltn                                                                                     20            SECONDS
WK010                                            Baby Clipboard Hanger 8cavity                                                                        20            SECONDS
WK011                                            Unifresh Caddy                                                                                       20            SECONDS
WK012                                             Bed Leg (120grams black - Metro Plastics)                                                              20            SECONDS
WK013                                             Glen - Poultry Crate Grey                                                                            20            SECONDS
WK272                                            Custom Crate Motex 4311                                                                             20            SECONDS
WK015                                            Custom Crate Clip 4311                                                                               20            SECONDS
WK016                                            Custom Crate Motex 4622                                                                             20            SECONDS
WK017                                           Custom Nylon Handle Base                                                                             20            SECONDS
WK018                                           Custom Nylon Insert x 16                                                                             20            SECONDS
WK019                                            Custom Prestige Lid BB                                                                                20            SECONDS
WK020                                            Custom Prestige Lid Master                                                                            20            SECONDS
WK021                                            Custom Prestige Sun Bake                                                                             20            SECONDS
WK022                                            Custom Prestige Gold Ribbon                                                                           20            SECONDS
WK023                                             CUSTOM SHIELD STRAP                                                                                  20            SECONDS
WK024                                             CUSTOM SHIELD HEADBAND HDPE                                                                          20            SECONDS
WK026                                            CUSTOM SHIELD HEADBAND ABS                                                                           20            SECONDS
WK027                                             CUSTOM SHIELD VISOR                                                                                  20            SECONDS
WK028                                           Custom Nylon Cleats                                                                                  20            SECONDS
WK029                                           Custom Soft Cleats                                                                                   20            SECONDS
WK030                                           Custom Window Corner Cleat                                                                           20            SECONDS
WK031                                              Tidy Stroke 5 Cap 4500/box                                                                          20            SECONDS
WK032                                              Gutter Brackets NTL SA 300/box                                                                       20            SECONDS
WK033                                             Medium Candy Jar                                                                                     20            SECONDS
MAINT                                              MAINTENANCE WORK REQUIRED                                                                            20            SECONDS
WK034                                            Harlow bread Tray-A1073                                                                              20            SECONDS
WK035                                             Sunfield Crate(Red)-942                                                                              20            SECONDS
WK036                                             Greendale Crate Black-942                                                                           20            SECONDS
WK037                                             Summer Special Crate(Black)-942                                                                      20            SECONDS
WK038                                           Atlas Crate (Coastline Drinks) A973                                                                20            SECONDS
WK039                                           Atlas 150L Drum Lid                                                                                   20            SECONDS
WK040                                           Atlas Crate (A301) Tamato Black                                                                       20            SECONDS
WK041                                           Atlas 220L Drum Lid - SENTINEL                                                                       20            SECONDS
WK042                                           Atlas Biscuit Box                                                                                     20            SECONDS
WK043                                           10L Stripe Bucket Base                                                                               20            SECONDS
WK044                                          10L Stripe Bucket Handle                                                                             20            SECONDS
WK045                                          Tidy 10L Stripe Bucket Lid                                                                          20            SECONDS
WK046                                           Tidy 20L Stripe Bucket                                                                              20            SECONDS
WK047                                           Tidy 20L Stripe Bucket Handle                                                                       20            SECONDS
WK048                                           Tidy 20L Stripe Bucket Lid                                                                          20            SECONDS
WK049                                            Tidy 5L Stripe Bucket                                                                               20            SECONDS
WK050                                           Tidy 5L Stripe Bucket Handle                                                                        20            SECONDS
WK051                                           Tidy 5L Stripe Bucket Lid                                                                           20            SECONDS
WK052                                            Custom Paint Pallet                                                                                  20            SECONDS
WK053                                           Tidy 11L Bucket Only                                                                                20            SECONDS
WK054                                           Tidy 11L Bucket Handle                                                                              20            SECONDS
WK055                                           Tidy 11L Bucket Lid                                                                                 20            SECONDS
WK056                                           Tidy 1L Bucket Base                                                                                 20            SECONDS
WK057                                           Tidy 1L Bucket Handle                                                                               20            SECONDS
WK058                                           Tidy 1L Bucket Lid                                                                                  20            SECONDS
WK059                                             Tidy 1L Jug Only Natural                                                                            20            SECONDS
WK060                                            Tidy 1.5L Side Jug Only                                                                             20            SECONDS
WK061                                             Tidy 1L Jug Lid                                                                                     20            SECONDS
WK062                                            Tidy 1.5 L Side Jug Lid                                                                             20            SECONDS
WK063                                           Tidy 2L Jug Only Natural                                                                            20            SECONDS
WK064                                           Tidy 2L Fancy Jug Base                                                                              20            SECONDS
WK065                                           Tidy 2 Jug Lid                                                                                      20            SECONDS
WK066                                           Tidy 2L Fancy Jug Lid                                                                               20            SECONDS
WK067                                             Tidy 30L Oval tub Virgin                                                                            20            SECONDS
WK068                                             Tidy 40cm Basins                                                                                    20            SECONDS
WK069                                            Tidy 40cm Basin NEW                                                                                 20            SECONDS
WK070                                             Tidy 42cm Fancy Handle Basin                                                                        20            SECONDS
WK071                                             Tidy 43cm Basins                                                                                    20            SECONDS
WK072                                             Tidy 48cm Basins                                                                                    20            SECONDS
WK073                                             Tidy 48cm Basins Black                                                                              20            SECONDS
WK074                                             Tidy 500ml Mini Base                                                                                20            SECONDS
WK075                                             Tidy Mini Lid                                                                                       20            SECONDS
WK076                                           Tidy 500ml Tub Base                                                                                 20            SECONDS
WK077                                           Tidy 500ml Tub Lid                                                                                  20            SECONDS
WK078                                              Tidy 50L Oval tub Virgin                                                                            20            SECONDS
WK079                                              Tidy 50L Oval Tub Black                                                                             20            SECONDS
WK080                                              Tidy 50L Oval Tub Offspec Colors                                                                    20            SECONDS
WK081                                            Tidy 57cm Basins Colors                                                                             20            SECONDS
WK082                                            Tidy 57cm Basins Black                                                                              20            SECONDS
WK083                                            Tidy 58cm Plain Basin Color                                                                         20            SECONDS
WK084                                           Tidy 5L Tamper Bucket Base                                                                          20            SECONDS
WK085                                           Tidy 5L  Handle                                                                                     20            SECONDS
WK086                                           Tidy 5L  Lid                                                                                        20            SECONDS
WK087                                           Tidy 5L Square Bucket Base                                                                          20            SECONDS
WK088                                           Tidy 5L Square Bucket Handle                                                                        20            SECONDS
WK089                                           Tidy 5L Square Bucket Lid                                                                           20            SECONDS
WK090                                            Tidy 9L Bucket Only                                                                                 20            SECONDS
WK091                                            Tidy 9L Stripe Bucket Only (INDIA)                                                                  20            SECONDS
WK092                                            Tidy 9L Handle                                                                                      20            SECONDS
WK093                                            Tidy 9L Metal Handle                                                                                20            SECONDS
WK094                                            Tidy 9L Jumbo Storer Base                                                                           20            SECONDS
WK095                                            Tidy 9L Bucket Lid                                                                                  20            SECONDS
WK096                                            Tidy Stack & Store Basket Only                                                                      20            SECONDS
WK097                                            Tidy Basket Handle                                                                                  20            SECONDS
WK098                                            Tidy Biscuit Barrel Base Midi                                                                       20            SECONDS
WK099                                            Tidy Biscuit Barrel Lid Midi                                                                        20            SECONDS
WK100                                            Tidy Biscuit Barrel Base Mini                                                                       20            SECONDS
WK101                                            Tidy Biscuit Barrel Lid Mini                                                                        20            SECONDS
WK102                                             Tidy Bread Box Base                                                                                 20            SECONDS
WK103                                             Tidy Bread Box Top                                                                                  20            SECONDS
WK104                                              Tidy Biscuit Barrel Base Large                                                                      20            SECONDS
WK105                                              Tidy Biscuit Barrel Lid Large                                                                       20            SECONDS
WK106                                           Tidy Decore 1L Bottle                                                                               20            SECONDS
WK107                                           Tidy Decore 1L Bottle Main Cap                                                                      20            SECONDS
WK108                                           Tidy Decore 1L Bottle Flap                                                                          20            SECONDS
WK109                                            Tidy Styrene Dessert Bowls                                                                          20            SECONDS
WK110                                            Tidy Fruit Bowls                                                                                    20            SECONDS
WK111                                           Tidy Cereal BASES                                                                                   20            SECONDS
WK112                                           Tidy Cereal Base Small                                                                              20            SECONDS
WK113                                           Tidy Cereal Base Medium                                                                             20            SECONDS
WK114                                           Tidy Cereal Base Large                                                                              20            SECONDS
WK115                                           Tidy Cereal Lid Main                                                                                20            SECONDS
WK116                                           Tidy Cereal Lid Flap                                                                                20            SECONDS
WK117                                           CHOPPING BOARD                                                                                       20            SECONDS
WK118                                             Tidy Round Divion Box Base                                                                          20            SECONDS
WK119                                             Tidy Round Div Box Lid                                                                              20            SECONDS
WK120                                            Tidy Decor 6L Base                                                                                  20            SECONDS
WK121                                           Tidy Decor 4L Base                                                                                  20            SECONDS
WK122                                           Tidy Decor 2.5L Slim Base                                                                           20            SECONDS
WK123                                            Tidy Decor 6L Lid                                                                                   20            SECONDS
WK124                                            Tidy Decor 6L Inner Server                                                                          20            SECONDS
WK125                                            Tidy Designer L/Box                                                                                 20            SECONDS
WK126                                            Tidy Designer Box Handle                                                                            20            SECONDS
WK127                                            Tidy Dishrack                                                                                       20            SECONDS
WK128                                           Tidy Dishrack White                                                                                 20            SECONDS
WK129                                           Tidy Dishrack Black                                                                                 20            SECONDS
WK130                                           Tidy Dishrack Silver                                                                                20            SECONDS
WK131                                           Tidy Dessert Spoons 24                                                                              20            SECONDS
WK132                                            Tidy Dustpan Large                                                                                  20            SECONDS
WK133                                             Tidy 750ml Food Storer Base                                                                         20            SECONDS
WK134                                             Tidy 1500ml Food Storer Base                                                                        20            SECONDS
WK135                                             Tidy 750ml Food Storer Lid                                                                          20            SECONDS
WK136                                             Tidy 1500ml Food Storer Lid                                                                         20            SECONDS
WK137                                            Tidy Hangers                                                                                        20            SECONDS
WK138                                            Tidy Juice Bottle Cap Only                                                                          20            SECONDS
WK139                                             Tidy 350ml Juice Bottle Only                                                                        20            SECONDS
WK140                                            Tidy Laundry Basket                                                                                 20            SECONDS
WK141                                             Tidy Linen Basket Base                                                                              20            SECONDS
WK142                                             Tidy Linen Basket Lid                                                                               20            SECONDS
WK143                                             Tidy Linen Basket Handle                                                                            20            SECONDS
WK144                                              Tidy 1L Lunch Box Base                                                                              20            SECONDS
WK145                                           Tidy Snack Box Base                                                                                 20            SECONDS
WK146                                             Tidy 1.2 L Step Lunch Box Base                                                                      20            SECONDS
WK147                                             Tidy New Mini L/Box Base                                                                            20            SECONDS
WK148                                            Tidy Mini Hinged Lunch Box                                                                          20            SECONDS
WK149                                             Tidy Jumbo Lunch Box                                                                                20            SECONDS
WK150                                              Tidy 1L Lunch Box Lid                                                                               20            SECONDS
WK151                                           Tidy Snack Box Lid                                                                                  20            SECONDS
WK152                                             Tidy 1.2 L Stepped Lunch Box Lid                                                                    20            SECONDS
WK153                                             Tidy New Mini L/Box Lid                                                                             20            SECONDS
WK154                                            Tidy Twin Slice Lunch Box Base                                                                      20            SECONDS
WK155                                            Tidy Lunch Box Twin Slice Lid                                                                       20            SECONDS
WK156                                           Tidy 6.5L Leo Bowl Base                                                                             20            SECONDS
WK157                                           Tidy 6.5L Leo Bowl Lid                                                                              20            SECONDS
WK158                                           Tidy 10L Leo Bowl base                                                                              20            SECONDS
WK159                                           Tidy 10L Leo Bowl Lid                                                                               20            SECONDS
WK160                                           Tidy 4.0L Leo Base                                                                                  20            SECONDS
WK161                                           Tidy 4.0L Leo Bowl Lid                                                                              20            SECONDS
WK162                                             Tidy Hinged Lunch Box                                                                               20            SECONDS
WK163                                             Tidy Bottle Hinged Lunch Box Base                                                                   20            SECONDS
WK164                                             Tidy Slim Hinged Lunch Box Base                                                                     20            SECONDS
WK165                                             Tidy New Big Hinge Clip                                                                             20            SECONDS
WK166                                            Tidy 24cm Mixing Bowl                                                                               20            SECONDS
WK167                                            Tidy 28cm Mixing Bowl                                                                               20            SECONDS
WK168                                            Snack Pal Base 500ml                                                                                20            SECONDS
WK169                                           Snack Pal Lid 500ml                                                                                 20            SECONDS
WK170                                            Snack Pal Base 800ml                                                                                20            SECONDS
WK171                                           Snack Pal Lid 800ml                                                                                 20            SECONDS
WK172                                            Snack Pal Base 1500ml                                                                               20            SECONDS
WK173                                           Snack Pal Division Base 1500ml                                                                      20            SECONDS
WK174                                           Snack Pal Lid 1500ml                                                                                20            SECONDS
WK175                                             Tidy Multi Storer Base Large                                                                        20            SECONDS
WK176                                             Tidy Multi Storer Base Medium                                                                       20            SECONDS
WK177                                           Tidy Multi Storer Base Mini                                                                         20            SECONDS
WK178                                             Tidy Multi Storer Base Small                                                                        20            SECONDS
WK179                                             Tidy Multi Storer Lid Large                                                                         20            SECONDS
WK180                                             Tidy Multi Storer Lid Medium                                                                        20            SECONDS
WK181                                           Tidy Multi Storer Lid Mini                                                                          20            SECONDS
WK182                                             Tidy Multi Storer Lid Small                                                                         20            SECONDS
WK183                                             Tidy 350ml Mugs                                                                                     20            SECONDS
WK184                                             Tidy  Stroke 5 Caps Yellow/1000                                                                     20            SECONDS
WK185                                            Tidy Pencil Case                                                                                    20            SECONDS
WK186                                             Tidy Deep Plates                                                                                    20            SECONDS
WK187                                            Tidy Space Saver Base 1000ml                                                                        20            SECONDS
WK188                                            Tidy Space Saver Lid 1000ml                                                                         20            SECONDS
WK189                                             Tidy Shoe Box Lid                                                                                   20            SECONDS
WK190                                             Tidy Shoe Box Base                                                                                  20            SECONDS
WK191                                            Tidy Storage Box Base 50L                                                                           20            SECONDS
WK192                                            Tidy Storage Box Base 30L                                                                           20            SECONDS
WK193                                            Tidy Storage Box Base 1.9L                                                                          20            SECONDS
WK194                                            Tidy Storage Box Base 1.7L                                                                          20            SECONDS
WK195                                            Tidy Storage Box Base 1.2L                                                                          20            SECONDS
WK196                                            Tidy Salad Bowl Base                                                                                20            SECONDS
WK197                                            Tidy Storage Box Handles 30/50L                                                                     20            SECONDS
WK198                                            Tidy Storage Box Handles 1.2L/1.7L/1.9L                                                             20            SECONDS
WK199                                            Tidy Storage Box Lid 30/50L                                                                         20            SECONDS
WK200                                            Tidy Storage Box Lid 1.7L                                                                           20            SECONDS
WK201                                            Tidy Storage Box Lid 1.2/1.9L                                                                       20            SECONDS
WK202                                            Tidy Salad Bowl Lid                                                                                 20            SECONDS
WK203                                            Tidy Storage Box Wheels 30/50L                                                                      20            SECONDS
WK204                                            Tidy Stay Fresh Base 600ml                                                                          20            SECONDS
WK205                                            Tidy Stay Fresh Lid 600ml                                                                           20            SECONDS
WK206                                            Tidy 500ml Sports Bottle                                                                            20            SECONDS
WK207                                            Tidy 300ml Sports Bottle Round                                                                      20            SECONDS
WK208                                           Tidy 300ml Sports Bottle Cap                                                                        20            SECONDS
WK209                                           Tidy 300ml Sports Bottle Spout                                                                      20            SECONDS
WK210                                            Tidy Spice Bowl & Lid                                                                               20            SECONDS
WK211                                            Tidy New Spice Lid                                                                                  20            SECONDS
WK212                                            Tidy New Spice Base                                                                                 20            SECONDS
WK213                                            Tidy Super Storer Base Large                                                                        20            SECONDS
WK214                                            Tidy Super Storer Base Medium                                                                       20            SECONDS
WK215                                            Tidy Super Storer Base Small                                                                        20            SECONDS
WK216                                            Tidy Super Storer Lid Large                                                                         20            SECONDS
WK217                                            Tidy Super Storer Lid Medium                                                                        20            SECONDS
WK218                                            Tidy Super Storer Lid Small                                                                         20            SECONDS
WK219                                             Tidy 300ml Tubster Base                                                                             20            SECONDS
WK220                                             Tidy 1000ml Tubster Base                                                                            20            SECONDS
WK221                                             Tidy 2250ml Tubster Base                                                                            20            SECONDS
WK222                                            Tidy T/C/S Base                                                                                     20            SECONDS
WK223                                           Tidy T/C/S Lid                                                                                      20            SECONDS
WK224                                             Tidy 300ml Tubster Lid                                                                              20            SECONDS
WK225                                             Tidy 2250ml Tubster Lid                                                                             20            SECONDS
WK226                                             Tidy Oval Trays                                                                                     20            SECONDS
WK227                                             Tidy Mini Oval Tub                                                                                  20            SECONDS
WK228                                            Tidy Tumblers                                                                                       20            SECONDS
WK229                                            Internal Airvents                                                                                    20            SECONDS
WK230                                            Tidy Veg Rack Black Tubes                                                                           20            SECONDS
WK231                                            Tidy Veg Rack Long Tubes                                                                            20            SECONDS
WK232                                           Tidy Veg Rack NEW Long Tubes                                                                        20            SECONDS
WK233                                            Tidy Veg Rack Tops (8cav)                                                                           20            SECONDS
WK234                                            Tidy Veg Rack Sqaure                                                                                20            SECONDS
WK235                                           Tidy Veg Rack Sqaure White                                                                          20            SECONDS
WK236                                           Tidy Veg Rack Sqaure Black                                                                          20            SECONDS
WK237                                           Tidy Veg Rack Sqaure Silver                                                                         20            SECONDS
WK238                                            Tidy Oval  Rack                                                                                     20            SECONDS
WK239                                             Gutter Brackets                                                                                      20            SECONDS
